0.000000000000000000e+00,1.879084967320261423e-01,1.200980392156862919e-01,2.671568627450980893e-01,3.129084967320261423e-01,2.712418300653595127e-01,2.140522875816992521e-01,1.895424836601307117e-01,9.477124183006535585e-02,1.356209150326797008e-01,1.846405228758168926e-01
1.879084967320261423e-01,0.000000000000000000e+00,1.781045751633987262e-01,2.197712418300653558e-01,2.140522875816992521e-01,2.181372549019607865e-01,2.532679738562091387e-01,2.156862745098039325e-01,2.107843137254902244e-01,1.789215686274510109e-01,2.034313725490196623e-01
1.200980392156862919e-01,1.781045751633987262e-01,0.000000000000000000e+00,1.879084967320261423e-01,2.401960784313725839e-01,2.165032679738562171e-01,2.034313725490196623e-01,1.356209150326797008e-01,1.143790849673202992e-01,1.062091503267973414e-01,7.843137254901966227e-02
2.671568627450980893e-01,2.197712418300653558e-01,1.879084967320261423e-01,0.000000000000000000e+00,1.429738562091502629e-01,1.013071895424836333e-01,1.356209150326797008e-01,1.151960784313725839e-01,2.165032679738562171e-01,2.034313725490196623e-01,1.821895424836600386e-01
3.129084967320261423e-01,2.140522875816992521e-01,2.401960784313725839e-01,1.429738562091502629e-01,0.000000000000000000e+00,1.070261437908497371e-01,1.813725490196078649e-01,1.854575163398692883e-01,3.161764705882352811e-01,2.459150326797384656e-01,2.075163398692810857e-01
2.712418300653595127e-01,2.181372549019607865e-01,2.165032679738562171e-01,1.013071895424836333e-01,1.070261437908497371e-01,0.000000000000000000e+00,1.519607843137255054e-01,1.429738562091502629e-01,2.516339869281045694e-01,2.222222222222223209e-01,1.854575163398692883e-01
2.140522875816992521e-01,2.532679738562091387e-01,2.034313725490196623e-01,1.356209150326797008e-01,1.813725490196078649e-01,1.519607843137255054e-01,0.000000000000000000e+00,1.299019607843137081e-01,2.026143790849673776e-01,1.658496732026144560e-01,1.887254901960784270e-01
1.895424836601307117e-01,2.156862745098039325e-01,1.356209150326797008e-01,1.151960784313725839e-01,1.854575163398692883e-01,1.429738562091502629e-01,1.299019607843137081e-01,0.000000000000000000e+00,1.789215686274510109e-01,1.544117647058823595e-01,1.348039215686274161e-01
9.477124183006535585e-02,2.107843137254902244e-01,1.143790849673202992e-01,2.165032679738562171e-01,3.161764705882352811e-01,2.516339869281045694e-01,2.026143790849673776e-01,1.789215686274510109e-01,0.000000000000000000e+00,1.650326797385620603e-01,1.633986928104576020e-01
1.356209150326797008e-01,1.789215686274510109e-01,1.062091503267973414e-01,2.034313725490196623e-01,2.459150326797384656e-01,2.222222222222223209e-01,1.658496732026144560e-01,1.544117647058823595e-01,1.650326797385620603e-01,0.000000000000000000e+00,1.266339869281045694e-01
1.846405228758168926e-01,2.034313725490196623e-01,7.843137254901966227e-02,1.821895424836600386e-01,2.075163398692810857e-01,1.854575163398692883e-01,1.887254901960784270e-01,1.348039215686274161e-01,1.633986928104576020e-01,1.266339869281045694e-01,0.000000000000000000e+00
